RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateOrFormerNames,Acronym,AlternateOrFormerAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart,PrincipalOfficerFullName,PrincipalOfficerGivenName,PrincipalOfficerMiddleNameOrInitial,PrincipalOfficerFamilyName,PrincipalOfficerSuffix,InOrgChart,ReportsTo,ReportingNotes
NYC_GOID_000072,Metropolitan Museum of Art,Metropolitan Museum of Art,Active,Nonprofit Organization,,https://www.metmuseum.org/,,,,,,,Max Hollein,Marina Kellen French Director and CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - Metropolitan Museum of Art,False,False,Max Hollein,Max,,Hollein,,,,
NYC_GOID_000073,Museum of the City of New York,"City of New York, Museum of the",Active,Nonprofit Organization,,https://www.mcny.org/,,,,,,,,Ronay Menschel Director and President,,,Cultural Institutions Group,,,,,,,,,,CIG - Museum of the City of New York,False,False,Stephanie Hill Wilchfort,Stephanie,,Hill Wilchfort,,,,
NYC_GOID_000074,Museum of Jewish Heritage,"Jewish Heritage, Museum of",Active,Nonprofit Organization,,https://mjhnyc.org/,,,,,,,,President & CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - Museum of Jewish Heritage,False,False,Jack Kliger,Jack,,Kliger,,,,
NYC_GOID_000075,Museum of Modern Art,"Modern Art, Museum of",Active,Nonprofit Organization,,https://www.moma.org/,,,,,,,Glenn D. Lowry,David Rockefeller Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Museum of Modern Art,False,False,Glenn D. Lowry,Glenn,D.,Lowry,,,,
NYC_GOID_000076,Museum of the Moving Image,"Moving Image, Museum of the",Active,Nonprofit Organization,,https://movingimage.us/,,,,,,,,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Museum of the Moving Image,False,False,Aziz Isham,Aziz,,Isham,,,,
NYC_GOID_000077,New York Botanical Garden,"Botanical Garden, New York",Active,Nonprofit Organization,,https://www.nybg.org/,,,,,,,Jennifer Bernstein,President and CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - New York Botanical Garden,False,False,Jennifer Bernstein,Jennifer,,Bernstein,,,,
NYC_GOID_000078,New York City Ballet,"Ballet, New York City",Active,Nonprofit Organization,,https://www.nycballet.com/,,,,,,,Jonathan Stafford,Artistic Director,,,Cultural Institutions Group,,,,,,,,,,CIG - New York City Ballet,False,False,Jonathan Stafford,Jonathan,,Stafford,,,,
NYC_GOID_000079,New York City Center,New York City Center,Active,Nonprofit Organization,,https://www.nycitycenter.org/,,,,,,,,President & CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - New York City Center,False,False,Michael S. Rosenberg,Michael,,Rosenberg,,,,
NYC_GOID_000080,New York Hall of Science,"Hall of Science, New York",Active,Nonprofit Organization,,https://nysci.org/,,,,,,,,CEO and President,,,Cultural Institutions Group,,,,,,,,,,CIG - New York Hall of Science,False,False,Lisa J. Gugenheim,Lisa,,Gugenheim,,,,
NYC_GOID_000081,PS 1 Contemporary Art Center,PS 1 Contemporary Art Center,Active,Nonprofit Organization,,https://www.momaps1.org/,,,,,,,,The Agnes Gund Director,,,Cultural Institutions Group,,,,,,,,,,CIG - PS 1 Contemporary Art Center,False,False,Connie Butler,Connie,,Butler,,,,
NYC_GOID_000082,Public Theater,Public Theater,Active,Nonprofit Organization,,https://publictheater.org/,,,,,,,Oskar Eustis,Artistic Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Public Theater,False,False,Oskar Eustis,Oskar,,Eustis,,,,
NYC_GOID_000083,Queens Botanical Garden,"Botanical Garden, Queens",Active,Nonprofit Organization,,https://queensbotanical.org/,,,,,,,,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Queens Botanical Garden,False,False,Evie Hantzopoulos,Evie,,Hantzopoulos,,,,
NYC_GOID_000084,Queens Museum,"Museum, Queens",Active,Nonprofit Organization,,https://queensmuseum.org/,,,,,,,,President and Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Queens Museum of Art,False,False,Sally Tallant,Sally,,Tallant,,,,
NYC_GOID_000085,Queens Theatre in the Park,"Theatre in the Park, Queens",Active,Nonprofit Organization,,https://queenstheatre.org/,,,,,,,,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Queens Theatre in the Park,False,False,Taryn Sacramone,Taryn,,Sacramone,,,,
NYC_GOID_000086,Snug Harbor Cultural Center and Botanical Garden,Snug Harbor Cultural Center and Botanical Garden,Active,Nonprofit Organization,,https://snug-harbor.org/,,SHCC,,,,,,President & CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - Snug Harbor Cultural Center & Botanical Garden (SHCC),False,False,Jessica Baker Vodoor,Jessica,,Baker Vodoor,,,,
NYC_GOID_000087,Staten Island Children's Museum,"Children's Museum, Staten Island",Active,Nonprofit Organization,,https://www.sichildrensmuseum.org/,,,,,,,,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Staten Island Children's Museum,False,False,Dina Rosenthal,Dina,,Rosenthal,,,,
NYC_GOID_000088,Staten Island Historical Society,"Historical Society, Staten Island",Active,Nonprofit Organization,,https://www.historicrichmondtown.org/,,,,,,,,Chief Executive Officer,,,Cultural Institutions Group,,,,,,,,,,CIG - Staten Island Historical Society,False,False,Jessica B. Phillips,Jessica,,Phillips,,,,
NYC_GOID_000089,Staten Island Museum,"Museum, Staten Island",Active,Nonprofit Organization,,https://www.statenislandmuseum.org/,,SIIAS,,,,,,President & Chief Executive Officer,,,Cultural Institutions Group,,,,,,,,,,CIG - Staten Island Museum (also known as SIIAS),False,False,Janice Monger,Janice,,Monger,,,,
NYC_GOID_000090,Staten Island Zoological Society,"Zoological Society, Staten Island",Active,Nonprofit Organization,,https://www.nycgovparks.org/about/history/zoos/staten-island-zoo,,,,,,,,Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Staten Island Zoological Society,False,False,Ken Mitchell,Ken,,Mitchell,,,,
NYC_GOID_000091,Studio Museum in Harlem,Studio Museum in Harlem,Active,Nonprofit Organization,,https://studiomuseum.org/,,,,,,,Thelma Golden,Ford Foundation Director and Chief Curator,,,Cultural Institutions Group,,,,,,,,,,CIG - Studio Museum in Harlem,False,False,Thelma Golden,Thelma,,Golden,,,,
NYC_GOID_000092,Wave Hill,Wave Hill,Active,Nonprofit Organization,,https://www.wavehill.org/,,,,,,,,President & Executive Director,,,Cultural Institutions Group,,,,,,,,,,CIG - Wave Hill,False,False,Ray B. Oladapo-Johnson,Ray,,Oladapo-Johnson,,,,
NYC_GOID_000093,Weeksville Heritage Center,Weeksville Heritage Center,Active,Nonprofit Organization,,https://www.weeksvillesociety.org/,,,,,,,,,,,Cultural Institutions Group,,,,,,,,,,CIG - Weeksville Heritage Center,False,False,,,,,,,,
NYC_GOID_000094,Wildlife Conservation Society,Wildlife Conservation Society,Active,Nonprofit Organization,,https://www.wcs.org/,,,,,,,Adam F. Falk,President and CEO,,,Cultural Institutions Group,,,,,,,,,,CIG - Wildlife Conservation Society,False,False,Adam F. Falk,Adam,F.,Falk,,,,
NYC_GOID_000095,Citizens' Advisory Committee,Citizens' Advisory Committee,Active,Advisory or Regulatory Organization,,,,,,,,2017.0,,,,,,,,,,,,,,,Citizens' Advisory Committee (DCLA),False,False,,,,,,,,
NYC_GOID_000096,City Commission on Human Rights,City Commission on Human Rights,Active,Advisory or Regulatory Organization,"The New York City Commission on Human Rights is charged with the enforcement of the Human Rights Law, Title 8 of the Administrative Code of the City of New York, and with educating the public and encouraging positive community relations.",https://www.nyc.gov/site/cchr/index.page,,CCHR,,226,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+on+Human+Rights+%28CCHR%29,1955.0,Annabel Palma,Commissioner,https://www.nyc.gov/site/cchr/about/email-the-commissioner.page,,,"Human Rights, City Commission on (CCHR)","Human Rights, City Commission on (CCHR)",Commission on Human Rights (CCHR),City Commission on Human Rights (CCHR),Commission on Human Rights,Commission on Human Rights,"Human Rights, Commission on",Commission on Human Rights,"Human Rights, City Commission on (CCHR)",City Commission on Human Rights,True,True,Annabel Palma,Annabel,,Palma,,TRUE,Chief Counsel to the Mayor and City Hall,
NYC_GOID_000097,New York City Council,"City Council, New York City",Active,Elected Office,"The Council monitors the operation and performance of city agencies, makes land use decisions and has sole responsibility for approving the city's budget. It also legislates on a wide range of other subjects. The Council is an equal partner with the Mayor in the governing of New York City.",https://council.nyc.gov/,City Council,NYCC,,102,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=City+Council+%28NYCC%29,1653.0,Adrienne Adams,Speaker,https://council.nyc.gov/districts/,To find more info on individual City Council Districts visit https://council.nyc.gov/districts/,,"City Council, New York","City Council, New York",City Council (NYCC),City Council (NYCC),,City Council,City Council,City Council,"City Council, New York",City Council,True,True,Adrienne Adams,Adrienne,,Adams,,TRUE,,
NYC_GOID_000098,City Planning Commission,City Planning Commission,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/content/planning/pages/commission,,,,,,1936.0,Dan Garodnick,Chair and Director,,,,,,,,,City Planning Commission,City Planning Commission,,,City Planning Commission,True,False,Dan Garodnick,Dan,,Garodnick,,,,
NYC_GOID_000099,City University of New York,City University of New York,Active,State Government Agency,"The City University of New York (CUNY) is the largest urban university in the US, serving more than 400,000 students.",https://www.cuny.edu/,,CUNY,,042,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=City+University+of+New+York+%28CUNY%29,1847.0,Felix V. Matos Rodriguez,Chancellor,https://www.cuny.edu/contact-us/,,,City University of New York (CUNY),City University of New York (CUNY),City University of New York (CUNY),City University of New York (CUNY),,City University of New York,City University of New York,City University of New York,City University of New York (CUNY),CUNY - Board of Trustees,True,True,Felix V. Matos Rodriguez,Felix,V. Matos,Rodriguez,,TRUE,Deputy Mayor for Strategic Initiatives,
NYC_GOID_000100,City University Construction Fund,City University Construction Fund,Active,Public Benefit or Development Organization,,https://www.cuny.edu/about/administration/offices/fpcm/cucf/,,CUCF,,,,1966.0,,Executive Director,,,,,,,,,City University Construction Fund,City University Construction Fund,City University Construction Fund,,CUNY Construction Fund - Board of Trustees,True,False,Mohamed Attalla,Mohamed,,Attalla,,,,
NYC_GOID_000101,Graduate Education Task Force,Graduate Education Task Force,Dissolved,Advisory or Regulatory Organization,,https://www.cuny.edu/academics/current-initiatives/grad-ed-task-force/,,,,,,,,,,,,,,,,,,,,,CUNY Task Force,False,False,,,,,,,,
NYC_GOID_000102,Civic Engagement Commission,Civic Engagement Commission,Active,Division,"The Civic Engagement Commission strives to enhance civic participation, promote civic trust, and strengthen democracy in New York City.",https://www.nyc.gov/site/civicengagement/index.page,,CEC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civic+Engagement+Commission+%28CEC%29,2019.0,Sarah Sayeed,Chair and Executive Director,https://www.nyc.gov/site/civicengagement/about/contact.page,,,Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission,Civic Engagement Commission,,,Civic Engagement Commission (CEC),Civic Engagement Commission,True,True,Sarah Sayeed,Sarah,,Sayeed,,TRUE,Mayor's Office of Engagement,
NYC_GOID_000103,Civil Service Commission,Civil Service Commission,Active,Advisory or Regulatory Organization,The Civil Service Commission functions as a quasi-judicial body for individual appeals from disciplinary actions and appeals from decisions of the Commissioner of the Department of Citywide Administrative Services and acts as guardian of the City's merit system.,https://www.nyc.gov/site/csc/index.page,,CSC,,134,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civil+Service+Commission,1883.0,Nancy G. Chaffetz,Executive Director and General Counsel,https://www.nyc.gov/site/csc/about/send-a-message-to-chair.page,,,Civil Service Commission (CSC),Civil Service Commission (CSC),Civil Service Commission,Civil Service Commission (CSC),Civil Service Commission,Civil Service Commission,"Civil Service Commission, City",Civil Service Commission,Civil Service Commission (CSC),Civil Service Commission,True,False,Amanda M. Wismans,Amanda,G.,Wismans,,,,
NYC_GOID_000105,Civilian Complaint Review Board,Civilian Complaint Review Board,Active,Advisory or Regulatory Organization,The agency takes complaints from people who believe they've experienced misconduct by a NYC police officer and want to file a complaint. The CCRB is impartial and not part of the police department.,https://www.nyc.gov/site/ccrb/index.page,,CCRB,,054,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civilian+Complaint+Review+Board+%28CCRB%29,1953.0,Jonathan Darche,Executive Director,https://www.nyc.gov/site/ccrb/about/contact/email-executive-director.page,,,Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board,True,True,Jonathan Darche,Jonathan,,Darche,,TRUE,Chief Counsel to the Mayor and City Hall,
NYC_GOID_000106,Climate Change Adaptation Taskforce,Climate Change Adaptation Taskforce,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Climate Change Adaptation Taskforce,False,False,,,,,,,,
NYC_GOID_000107,Climate Mobilization Advisory Board,Climate Mobilization Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Climate Mobilization Advisory Board,False,False,,,,,,,,
NYC_GOID_000108,Commercial Waste Zone Safety Task Force,Commercial Waste Zone Safety Task Force,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Commercial Waste Zone Safety Task Force,False,False,,,,,,,,
NYC_GOID_000109,Commission to Combat Police Corruption,"Combat Police Corruption, Commission to",Active,Advisory or Regulatory Organization,"The Commission to Combat Police Corruption was created in 1995 as a permanent board to monitor and evaluate the anti-corruption programs, activities, commitment, and efforts of the New York City Police Department, and is completely independent of the NYPD.",https://www.nyc.gov/site/ccpc/index.page,,CCPC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+to+Combat+Police+Corruption+%28CCPC%29,1995.0,Kathy Hirata Chin,Executive Director,https://www.nyc.gov/site/ccpc/about/email-the-chairperson.page,,,Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption,Commission to Combat Police Corruption,"Police Corruption, Commission To Combat",,Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption,True,True,Marnie L. Blit,Marnie,Hirata,Blit,,TRUE,Chief Counsel to the Mayor and City Hall,
