RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart
NYC_GOID_000092,Wave Hill,Wave Hill,Active,Nonprofit Organization,,https://www.wavehill.org/support/board-and-friends,,,,,,,,,,,Cultural Institutions Group,,,,,,,,,,CIG - Wave Hill,FALSE,FALSE
NYC_GOID_000093,Weeksville Heritage Center,Weeksville Heritage Center,Active,Nonprofit Organization,,,,,,,,,,,,,Cultural Institutions Group,,,,,,,,,,CIG - Weeksville Heritage Center,FALSE,FALSE
NYC_GOID_000094,Wildlife Conservation Society,Wildlife Conservation Society,Active,Nonprofit Organization,,https://www.wcs.org/about-us/management,,,,,,,,,,,Cultural Institutions Group,,,,,,,,,,CIG - Wildlife Conservation Society,FALSE,FALSE
NYC_GOID_000095,Citizens' Advisory Committee,Citizens' Advisory Committee,Active,Advisory or Regulatory Organization,,,,,,,,2017,,,,,,,,,,,,,,,Citizens' Advisory Committee (DCLA),FALSE,FALSE
NYC_GOID_000096,City Commission on Human Rights,"Human Rights, Commission on",Active,Advisory or Regulatory Organization,"The New York City Commission on Human Rights is charged with the enforcement of the Human Rights Law, Title 8 of the Administrative Code of the City of New York, and with educating the public and encouraging positive community relations. ",https://www.nyc.gov/site/cchr/index.page,,CCHR,,226,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+on+Human+Rights+%28CCHR%29,1955,Annabel Palma,Commissioner,https://www.nyc.gov/site/cchr/about/email-the-commissioner.page,,,"Human Rights, City Commission on (CCHR)","Human Rights, City Commission on (CCHR)",Commission on Human Rights (CCHR),City Commission on Human Rights (CCHR),Commission on Human Rights,Commission on Human Rights,"Human Rights, Commission on",Commission on Human Rights,"Human Rights, City Commission on (CCHR)",City Commission on Human Rights,TRUE,TRUE
NYC_GOID_000097,City Council,City Council,Active,Elected Office,"The Council monitors the operation and performance of city agencies, makes land use decisions and has sole responsibility for approving the city's budget. It also legislates on a wide range of other subjects. The Council is an equal partner with the Mayor in the governing of New York City.",https://council.nyc.gov/,,NYCC,,102,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=City+Council+%28NYCC%29,1653,Adrienne Adams,Speaker,https://council.nyc.gov/districts/,To find more info on individual City Council Districts visit https://council.nyc.gov/districts/,,"City Council, New York","City Council, New York",City Council (NYCC),City Council (NYCC),,City Council,City Council,City Council,"City Council, New York",City Council,TRUE,TRUE
NYC_GOID_000098,City Planning Commission,City Planning Commission,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/planning/about/commission.page,,,,,,1936,,,,,,,,,,,City Planning Commission,City Planning Commission,,,City Planning Commission,TRUE,FALSE
NYC_GOID_000099,City University of New York,City University of New York,Active,State Government Agency,"The City University of New York (CUNY) is the largest urban university in the US, serving more than 400,000 students.",https://www.cuny.edu/,,CUNY,,42,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=City+University+of+New+York+%28CUNY%29,1847,Felix V. Matos Rodriguez,Chancellor,https://www.cuny.edu/contact-us/,,,City University of New York (CUNY),City University of New York (CUNY),City University of New York (CUNY),City University of New York (CUNY),,City University of New York,City University of New York,City University of New York,City University of New York (CUNY),CUNY - Board of Trustees,TRUE,TRUE
NYC_GOID_000100,CUNY Construction Fund - Board of Trustees,City University Construction Fund,Active,Public Benefit or Development Organization,,https://www.cuny.edu/about/administration/offices/fpcm/cucf/,,CUCF,,,,1966,,,,,,,,,,,City University Construction Fund,City University Construction Fund,City University Construction Fund,,CUNY Construction Fund - Board of Trustees,TRUE,FALSE
NYC_GOID_000101,Graduate Education Task Force,Graduate Education Task Force,Dissolved,Advisory or Regulatory Organization,,https://www.cuny.edu/academics/current-initiatives/grad-ed-task-force/,,,,,,,,,,,,,,,,,,,,,CUNY Task Force,FALSE,FALSE
NYC_GOID_000102,Civic Engagement Commission,Civic Engagement Commission,Active,Division,"The Civic Engagement Commission strives to enhance civic participation, promote civic trust, and strengthen democracy in New York City.",https://www.nyc.gov/site/civicengagement/index.page,,CEC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civic+Engagement+Commission+%28CEC%29,2019,Sarah Sayeed,Chair and Executive Director,https://www.nyc.gov/site/civicengagement/about/contact.page,,,Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission,Civic Engagement Commission,,,Civic Engagement Commission (CEC),Civic Engagement Commission,TRUE,TRUE
NYC_GOID_000103,Civil Service Commission,Civil Service Commission,Active,Advisory or Regulatory Organization,The Civil Service Commission functions as a quasi-judicial body for individual appeals from disciplinary actions and appeals from decisions of the Commissioner of the Department of Citywide Administrative Services and acts as guardian of the City's merit system.,https://www.nyc.gov/site/csc/index.page,,CSC,,134,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civil+Service+Commission,1883,Nancy G. Chaffetz,Commissioner and Chair,https://www.nyc.gov/site/csc/about/send-a-message-to-chair.page,,,Civil Service Commission (CSC),Civil Service Commission (CSC),Civil Service Commission,Civil Service Commission (CSC),Civil Service Commission,Civil Service Commission,"Civil Service Commission, City",Civil Service Commission,Civil Service Commission (CSC),Civil Service Commission,TRUE,FALSE
NYC_GOID_000105,Civilian Complaint Review Board,Civilian Complaint Review Board,Active,Advisory or Regulatory Organization,The agency takes complaints from people who believe they've experienced misconduct by a NYC police officer and want to file a complaint. The CCRB is impartial and not part of the police department.,https://www.nyc.gov/site/ccrb/index.page,,CCRB,,54,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civilian+Complaint+Review+Board+%28CCRB%29,1953,Jonathan Darche,Executive Director,https://www.nyc.gov/site/ccrb/about/contact/email-executive-director.page,,,Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board,TRUE,TRUE
NYC_GOID_000106,Climate Change Adaptation Taskforce,Climate Change Adaptation Taskforce,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Climate Change Adaptation Taskforce,FALSE,FALSE
NYC_GOID_000107,Climate Mobilization Advisory Board,Climate Mobilization Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Climate Mobilization Advisory Board,FALSE,FALSE
NYC_GOID_000108,Commercial Waste Zone Safety Task Force,Commercial Waste Zone Safety Task Force,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Commercial Waste Zone Safety Task Force,FALSE,FALSE
NYC_GOID_000109,Commission to Combat Police Corruption,"Combat Police Corruption, Commission to",Active,Advisory or Regulatory Organization,"The Commission to Combat Police Corruption was created in 1995 as a permanent board to monitor and evaluate the anti-corruption programs, activities, commitment, and efforts of the New York City Police Department, and is completely independent of the NYPD.",https://www.nyc.gov/site/ccpc/index.page,,CCPC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+to+Combat+Police+Corruption+%28CCPC%29,1995,Kathy Hirata Chin,Acting Chair,https://www.nyc.gov/site/ccpc/about/email-the-chairperson.page,,,Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption,Commission to Combat Police Corruption,"Police Corruption, Commission To Combat",,Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption,TRUE,TRUE
NYC_GOID_000110,Commission on Community Reinvestment and the Closure of Rikers Island,"Community Reinvestment and the Closure of Rikers Island, Commission on",Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Commission on Community Reinvestment and the Closure of Rikers Island,FALSE,FALSE
NYC_GOID_000111,Commission on Gender Equity,"Gender Equity, Commission on",Active,Advisory or Regulatory Organization,"Mayor de Blasio established New York City's Commission on Gender Equity (CGE) through Executive Order Number 10. This Commission is an advisory body that supports City agencies in dismantling institutional barriers for women and girls regardless of race, ethnicity, class, gender identity and sexual orientation and helps achieve the Mayor's commitment to reduce gender-based inequity.",https://www.nyc.gov/content/genderequity/pages/,,CGE,,,,2015,Jacqueline Ebanks,Executive Director,https://www.nyc.gov/site/genderequity/contact/contact.page,,,Commission on Gender Equity (CGE),Commission on Gender Equity (CGE),,Commission on Gender Equity (CGE),,Commission on Gender Equity,,,Commission on Gender Equality (CGE),Commission on Gender Equity,TRUE,TRUE
NYC_GOID_000112,Commission on Public Information and Communication,"Public Information and Communication, Commission on",Active,Advisory or Regulatory Organization,,https://council.nyc.gov/public-advocate/copic/,,,,,,,,,,,,,,,,,,,,,Commission on Public Information and Communication,TRUE,FALSE
NYC_GOID_000113,Commission on Racial Equity,"Racial Equity, Commission on",Active,Advisory or Regulatory Organization,"The Commission on Racial Equity is a new independent 15-member commission responsible for holding government accountable to advancing racial equity in government operations and uplifting community voices in government decision making. CORE provides accountability for New Yorkers, regularly evaluating the City's progress on its racial requirements and goals. CORE will be composed of diverse New Yorkers with equity expertise and/or relevant lived experience, serving as a conduit to bring historically excluded communities and voices into government decision-making. CORE's independent commission composed of 15 commissioners, including one Chair Executive Director, jointly appointed by the Mayor and New York City Council Speaker. Other CORE commissioners will be appointed by the Mayor, City Council Speaker, City Comptroller, and Public Advocate. City officials appointing commissioners to CORE are required to consider individuals that represent or have advocated for historically excluded voices, including people with lived experience of marginalization and individuals who have never served on a government board or commission before.",https://www.nyc.gov/content/core/pages/,,CORE,,,,2022,Linda Tigani,Chair & Executive Director,https://www.nyc.gov/content/core/pages/contact-us,,,NYC Commission on Racial Equity,NYC Commission on Racial Equity,,,Commission on Racial Equity,,,,NYC Commission on Racial Equity,Commission on Racial Equity,TRUE,FALSE
NYC_GOID_000114,Commission on Women's Issues,"Women's Issues, Commission on",Reorganized,Advisory or Regulatory Organization,,https://council.nyc.gov/committees/women-and-gender-equality/,,CWI,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+on+Women%27s+Issues+%28CWI%29,1975,,,,,,,,Commission on Women's Issues (CWI),,,,,,,,FALSE,FALSE
NYC_GOID_000115,Committee on City Healthcare Services,"City Healthcare Services, Committee on",Active,Advisory or Regulatory Organization,,,,,,,,2018,,,,,,,,,,,,,,,Committee on City Healthcare Services,FALSE,FALSE
NYC_GOID_000116,Community Action Board at the NYC Department of Youth and Community Development,Community Action Board at the NYC Department of Youth and Community Development,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Community Action Board – Dept. of Youth and Community Development,FALSE,FALSE
NYC_GOID_000117,Mayor's Community Affairs Unit,"Community Affairs Unit, Mayor's",Active,Division,The Community Affairs Unit works with neighborhood groups and City Agencies to improve the quality of life in NYC by delivering services more efficiently.,https://www.nyc.gov/site/cau/index.page,,CAU,,2,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Community+Affairs+Unit+%28CAU%29,2011,Fred Kreizman,Commissioner,https://www.nyc.gov/site/cau/connected/contact-cau.page,,,Community Affairs Unit (CAU),Community Affairs Unit (CAU),Mayor's Community Affairs Unit (CAU),Mayor's Community Affairs Unit (CAU),Mayor's Community Affairs Unit,Community Affairs Unit,,,Community Affairs Unit (CAU),Community Affairs Unit,TRUE,TRUE
NYC_GOID_000118,Community Boards,Community Boards,Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www.nyc.gov/site/communityboards/index.page,,CB,,,,1951,,,https://www.nyc.gov/site/cau/community-boards/community-boards.page,To find more info on individual Community Boards visit https://data.cityofnewyork.us/City-Government/NYC-Community-Boards/ruf7-3wgc/about_data,,Community Boards (CB),Community Boards (CB),,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE
NYC_GOID_000119,Community Services Board,Community Services Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Community Services Board (formerly known as Mental Hygiene Advisory Board),FALSE,FALSE
NYC_GOID_000120,Community Services Board - Developmental Disabilities Subcommittee,Advisory or Regulatory Organization,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Community Services Board - Developmental Disabilities Subcommittee,FALSE,FALSE
NYC_GOID_000121,Community Services Board - Mental Health Subcommittee,Community Services Board - Mental Health Subcommittee,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Community Services Board - Mental Health Subcommittee,FALSE,FALSE
NYC_GOID_000122,Community Services Board - Substance Use Subcommittee,Advisory or Regulatory Organization,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Community Services Board - Substance Use Subcommittee,FALSE,FALSE
NYC_GOID_000123,Comptroller,"Comptroller, Office of the",Active,Elected Office,"The Comptroller is responsible for conducting performance and financial audits of all City agencies; serving as a fiduciary to the City's five public pension funds totaling nearly $140 billion in assets; providing comprehensive oversight of the City's budget and fiscal condition; reviewing City contracts for integrity, accountability and fiscal compliance; managing the fair, efficient and effective resolution of claims; ensuring transparency and accountability in the prevailing wage rate-setting process and vigorously enforcing prevailing wage and living wage laws; and promoting innovative policies that enhance City government's efficiency, integrity and performance for all New Yorkers.",https://comptroller.nyc.gov/,,,,15,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+the+Comptroller+%28COMPTROLLER%29,1803,Brad Lander,Comptroller,https://comptroller.nyc.gov/about/contact-our-office/,,,Comptroller (COMP),Comptroller (COMP),Office of the Comptroller (COMPTROLLER),Office of the Comptroller (COMPTROLLER),Office of the Comptroller,Office of the Comptroller,Comptroller,Office of the Comptroller,Comptroller (COMP),Comptroller,TRUE,TRUE
