RecordID,Column,GoldenValue,SourceValue
NYC_GOID_000142,URL,https://www.nyc.gov/site/ddc/index.page,https://www1.nyc.gov/site/ddc/about/about-ddc.page?msclkid=ab58db92bc0f11ecbfb44996ed26064e
NYC_GOID_000144,URL,https://www.nyc.gov/site/dep/index.page,https://www1.nyc.gov/site/dep/index.page?msclkid=bcefa571bc0f11ecb11f5a350133ebb0
NYC_GOID_000145,URL,https://www.nyc.gov/site/finance/index.page,https://www1.nyc.gov/site/finance/index.page?msclkid=02c610e7bc1011ec8b6ae4faf3d645d4
NYC_GOID_000146,URL,https://www.nyc.gov/site/doh/index.page,https://www1.nyc.gov/site/doh/about/about-doh.page?msclkid=121fb7bcbc1011eca35b6d14d34d006d
NYC_GOID_000148,URL,http://www.nyc.gov/doi,https://www1.nyc.gov/site/doi/index.page?msclkid=1dbe624ebc1011ec95f88fe59389542c
NYC_GOID_000150,URL,https://www.nyc.gov/site/probation/index.page,https://www1.nyc.gov/site/probation/index.page?msclkid=43ec00a0bc1011ecba5820c62ea2e1bd
NYC_GOID_000151,URL,https://www.nyc.gov/site/records/index.page,https://www1.nyc.gov/site/records/index.page?msclkid=511b3371bc1011ec867f42f8fe44105e
NYC_GOID_000152,URL,https://www.nyc.gov/site/dsny/index.page,https://www1.nyc.gov/assets/dsny/site/home
NYC_GOID_000153,URL,https://www.nyc.gov/site/sbs/index.page,https://www1.nyc.gov/site/sbs/index.page
NYC_GOID_000154,URL,https://www.nyc.gov/site/dss/index.page,https://www1.nyc.gov/site/dss/index.page?msclkid=903e8ea3bc1011ec8b98828a0cf907b6
NYC_GOID_000155,URL,https://www.nyc.gov/site/dhs/index.page,https://www1.nyc.gov/site/dhs/index.page?msclkid=d091d8a9bc0f11ec9bec30e4e4c00ad5
NYC_GOID_000156,URL,https://www.nyc.gov/site/hra/index.page,https://www1.nyc.gov/site/hra/about/about-hra.page
NYC_GOID_000157,URL,https://www.nyc.gov/html/dot/html/home/home.shtml,https://www.transportation.gov/?msclkid=5d02b320bc1011ec871cfb7ecbb9bd63
NYC_GOID_000158,URL,https://www.nyc.gov/site/veterans/index.page,https://www1.nyc.gov/site/veterans/index.page?msclkid=b763efa6bc1011ecb9447ad66b35c528
NYC_GOID_000159,URL,https://www.nyc.gov/site/dycd/index.page,https://www1.nyc.gov/site/dycd/index.page?msclkid=c24b2fd1bc1011eca7ba8ad2c750e62a
NYC_GOID_000167,URL,https://www1.nyc.gov/site/youthemployment/initiatives/disconnected-youth-task-force.page,https://www1.nyc.gov/site/youthemployment/initiatives/disconnected-youth-task-force.page?msclkid=d0998a28bc1011ec94490fb5acac7bc7
NYC_GOID_000168,URL,https://www.bronxda.nyc.gov/html/home/home.shtml,https://www.bronxda.nyc.gov/html/home/home.shtml?msclkid=efedefbfbc0e11ecb54e5eaa42d916c7
NYC_GOID_000169,URL,http://www.brooklynda.org/,http://www.brooklynda.org/?msclkid=e2c581ddbc0e11ec84612f1b3b9fd007
NYC_GOID_000170,URL,https://manhattanda.org/,https://www.manhattanda.org/?msclkid=fc073557bc0e11ecb5afea8c9f4b58f7
NYC_GOID_000171,URL,https://queensda.org/,https://queensda.org/?msclkid=084c984ebc0f11ecadddd1c1cffc7027
NYC_GOID_000172,URL,https://www.statenislandda.org/,https://www.statenislandda.org/?msclkid=14066c83bc0f11ec895ff35930e5f745
NYC_GOID_000174,URL,https://www1.nyc.gov/site/ocdv/press-resources/fatality-review-committee.page,https://www1.nyc.gov/site/ocdv/press-resources/fatality-review-committee.page?msclkid=a61a1077bc1011ec93b5c0010e210c87
NYC_GOID_000177,URL,https://edc.nyc/,https://edc.nyc/meet-nycedc
NYC_GOID_000181,URL,https://infohub.nyced.org/reports/financial/educational-construction-fund,https://infohub.nyced.org/reports/financial/educational-construction-fund?msclkid=f35a8bb1bc1011eca306dc7ea0fb24c4
NYC_GOID_000182,URL,https://www.nyc.gov/site/oath/hearings/about-ecb.page,
NYC_GOID_000183,URL,https://www1.nyc.gov/site/sustainability/our-programs/environmental-justice.page,https://www1.nyc.gov/site/sustainability/our-programs/environmental-justice.page?msclkid=4ddaf658bc1211ecb039e1c5f56ffd49
NYC_GOID_000185,URL,https://www.nyc.gov/site/eepc/index.page,https://www1.nyc.gov/site/eepc/index.page?msclkid=309ebb8cbc1211ecab21ac45e8f74133
NYC_GOID_000190,URL,https://www1.nyc.gov/site/eepc/about/jurisdictions/fisa.page,https://www1.nyc.gov/site/eepc/about/jurisdictions/fisa.page?msclkid=4d30ffbbbc1b11ecb9e3fd0450c3bf7a
NYC_GOID_000191,URL,https://www.nyc.gov/site/fdny/index.page,https://www1.nyc.gov/site/fdny/index.page?msclkid=fc516d51bc1211ec89ba12b9d1c551c3
NYC_GOID_000197,URL,https://www1.nyc.gov/site/mocs/reporting/about-franchises-concessions.page,https://www1.nyc.gov/site/mocs/reporting/about-franchises-concessions.page?msclkid=a8455f93bc1211ecb45662448276c5a0
NYC_GOID_000201,URL,,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.nyc.gov/assets/home/downloads/pdf/press-releases/2022/GetStuffBuilt.pdf
NYC_GOID_000202,URL,https://www.graciemansion.org/,https://www.graciemansion.org/gracie-mansion-conservancy/
NYC_GOID_000202,URL,https://www.graciemansion.org/,
NYC_GOID_000208,URL,https://www.grownyc.org/,https://www.grownyc.org/about
NYC_GOID_000212,URL,,https://www.nychealthandhospitals.org/about-nyc-health-hospitals/
NYC_GOID_000214,URL,https://www1.nyc.gov/site/hra/help/hiv-aids-services.page,https://www1.nyc.gov/site/hra/help/hiv-aids-services.page?msclkid=bb6d4474ac6411eca62ebbd4bdbcdbdc
NYC_GOID_000216,URL,https://www.nyc.gov/site/hpd/index.page,https://www1.nyc.gov/site/hpd/index.page
NYC_GOID_000217,URL,https://www.nyc.gov/site/recovery/index.page,https://www1.nyc.gov/site/housingrecovery/index.page
NYC_GOID_000220,URL,https://www.nyc.gov/site/hyic/index.page,
NYC_GOID_000220,URL,https://www.nyc.gov/site/hyic/index.page,https://www1.nyc.gov/site/hyic/about/mission-statement.page
NYC_GOID_000222,URL,http://www.ibo.nyc.ny.us/index.html,https://www.ibo.nyc.ny.us/
NYC_GOID_000234,URL,https://www.nyc.gov/site/kcpa/index.page,https://www1.nyc.gov/site/kcpa/index.page
NYC_GOID_000238,URL,https://www.nyc.gov/site/law/index.page,https://www1.nyc.gov/site/law/index.page
NYC_GOID_000240,URL,https://www.nyc.gov/site/loftboard/index.page,https://www1.nyc.gov/site/loftboard/index.page
NYC_GOID_000241,URL,http://www.renewnyc.com/,http://www.renewnyc.com/overlay/AboutUs/
NYC_GOID_000247,URL,https://www.nyc.gov/site/marshals/index.page,https://www1.nyc.gov/site/marshals/index.page
NYC_GOID_000248,URL,https://www1.nyc.gov/site/fund/about/board-of-directors.page,https://www1.nyc.gov/site/fund/about/about.page
NYC_GOID_000249,URL,https://www.nyc.gov/site/fund/index.page,https://www1.nyc.gov/site/fund/about/board-of-advisors.page
NYC_GOID_000251,URL,https://www.nyc.gov/office-of-the-mayor/index.page,https://www1.nyc.gov/office-of-the-mayor/index.page
NYC_GOID_000252,URL,https://www.nyc.gov/site/opportunity/index.page,https://www1.nyc.gov/site/opportunity/index.page
NYC_GOID_000255,URL,https://www.nyc.gov/site/international/index.page,https://www1.nyc.gov/site/international/index.page
NYC_GOID_000257,URL,https://www.nyc.gov/site/nonprofits/about/about.page,
NYC_GOID_000259,URL,https://www.nyc.gov/site/animalwelfare/index.page,https://www1.nyc.gov/site/animalwelfare/index.page
NYC_GOID_000260,URL,https://www.nyc.gov/content/appointments/pages/,https://www1.nyc.gov/site/appointments/about/about.page
NYC_GOID_000261,URL,https://www.nyc.gov/site/cecm/index.page,https://www1.nyc.gov/site/cecm/index.page
NYC_GOID_000262,URL,https://climate.cityofnewyork.us/,https://www1.nyc.gov/site/sustainability/onenyc/environmental-justice.page
NYC_GOID_000264,URL,https://www.nyc.gov/site/mocs/index.page,https://www1.nyc.gov/site/mocs/about/about-mocs.page
NYC_GOID_000269,URL,https://www.nyc.gov/site/foodpolicy/index.page,https://www1.nyc.gov/site/foodpolicy/index.page?msclkid=86792869bc1b11ecad2c450a461c6bd1
NYC_GOID_000270,URL,http://www.nyc.gov/immigrants,https://www1.nyc.gov/site/immigrants/index.page
NYC_GOID_000271,URL,https://www.nyc.gov/site/mome/index.page,https://www1.nyc.gov/site/mome/index.page
NYC_GOID_000272,URL,https://www.nyc.gov/assets/mwbe/,https://www1.nyc.gov/nycbusiness/mwbe
NYC_GOID_000274,URL,https://www.nyc.gov/site/operations/index.page,https://www1.nyc.gov/site/operations/index.page
NYC_GOID_000277,URL,https://www.nyc.gov/site/specialenforcement/index.page,https://www1.nyc.gov/site/specialenforcement/index.page
NYC_GOID_000278,URL,https://www.nyc.gov/site/mospce/index.page,https://www1.nyc.gov/site/mospce/index.page
NYC_GOID_000279,URL,https://www.nyc.gov/content/sports/pages/about-office-of-sports-wellness-and-recreation,
NYC_GOID_000280,URL,https://www.nyc.gov/site/partnerships/index.page,https://www1.nyc.gov/site/partnerships/about/about-strategic-partnerships.page
NYC_GOID_000284,URL,https://www.nyc.gov/site/mopd/index.page,https://www1.nyc.gov/site/mopd/index.page
NYC_GOID_000286,URL,https://www.nyc.gov/content/tenantprotection/pages/,https://www1.nyc.gov/content/tenantprotection/pages/
NYC_GOID_000293,URL,https://www.nyc.gov/site/mayorspeu/index.page,https://www1.nyc.gov/site/mayorspeu/about-peu/about-peu.page
NYC_GOID_000298,URL,https://climate.cityofnewyork.us/ask-utility-consumer-advocate/,
NYC_GOID_000308,URL,https://www.nyc.gov/site/nyw/index.page,https://www1.nyc.gov/site/nyw/index.page
NYC_GOID_000309,URL,,https://www1.nyc.gov/nycbusiness/mwbe?page=about
NYC_GOID_000310,URL,https://www.nyctourism.com/,https://business.nycgo.com/about-us/who-we-are/
NYC_GOID_000314,URL,https://www.nyc.gov/site/districting/index.page,https://www1.nyc.gov/site/districting/index.page?msclkid=21949a4ebc0f11ec86fe7a6ac08020b1
NYC_GOID_000315,URL,https://www.nyc.gov/site/em/index.page,https://www1.nyc.gov/site/em/about/overview.page
NYC_GOID_000318,URL,https://www.nychealthandhospitals.org/?redirect,https://www.nychealthandhospitals.org/about-nyc-health-hospitals/
NYC_GOID_000319,URL,https://www.nyc.gov/site/nycha/index.page,https://www1.nyc.gov/site/nycha/index.page
NYC_GOID_000328,URL,https://www.nycservice.org/,"https://www.nycservice.org/about#:~:text=NYC%20Service%2C%20a%20division%20of%20the%20Office%20of,engaging%20100%20million%20Americans%20in%20service%20by%202020."
NYC_GOID_000331,URL,https://www.nyc.gov/site/transitionalfinance/index.page,https://www1.nyc.gov/site/transitionalfinance/index.page
NYC_GOID_000334,URL,https://www.nyc.gov/site/nycountypa/index.page,https://www1.nyc.gov/site/nycountypa/index.page
NYC_GOID_000341,URL,https://www.nyc.gov/content/nycppf/pages/,https://www1.nyc.gov/html/nycppf/html/about_ppf/ppf_history.shtml
NYC_GOID_000343,URL,https://www.nyc.gov/site/actuary/index.page,https://www1.nyc.gov/site/actuary/about/about-the-office-of-the-actuary.page
NYC_GOID_000344,URL,https://www.nyc.gov/site/ajc/index.page,https://www1.nyc.gov/site/ajc/about/about.page
NYC_GOID_000345,URL,https://www.nyc.gov/site/oata/index.page,https://www1.nyc.gov/site/oata/index.page
NYC_GOID_000346,URL,https://www.nyc.gov/site/oath/index.page,https://www1.nyc.gov/site/oath/index.page
NYC_GOID_000347,URL,https://www.nyc.gov/site/asylumseekers/index.page,
NYC_GOID_000351,URL,https://www.nyc.gov/site/childcare/index.page,
NYC_GOID_000355,URL,https://www.nyc.gov/site/communityhiring/index.page,
NYC_GOID_000356,URL,https://mentalhealth.cityofnewyork.us/,https://mentalhealth.cityofnewyork.us/programs
NYC_GOID_000363,URL,https://www.nyc.gov/site/oec/index.page,
NYC_GOID_000364,URL,https://www.nyc.gov/site/oer/index.page,
NYC_GOID_000374,URL,https://www.nyc.gov/site/omb/index.page,https://www1.nyc.gov/site/omb/index.page
NYC_GOID_000377,URL,https://www.nyc.gov/site/opa/index.page,https://www1.nyc.gov/site/opa/index.page
NYC_GOID_000382,URL,https://www.nyc.gov/content/oti/pages/,https://www1.nyc.gov/site/doitt/about/mayors-office-of-technology-and-innovation-moti-positions.page?msclkid=2d936176bc1011ecbc421dad1c609357
NYC_GOID_000385,URL,https://www.nyc.gov/site/stophate/index.page,https://www1.nyc.gov/site/stophate/index.page
NYC_GOID_000388,URL,https://www.nyc.gov/content/genderequity/pages/economic-mobility-opportunity,
NYC_GOID_000389,URL,https://www.nyc.gov/site/nypd/index.page,https://www1.nyc.gov/site/nypd/index.page
NYC_GOID_000390,URL,http://www.nyc.gov/nycppf,https://www1.nyc.gov/html/nycppf/html/home/home.shtml
NYC_GOID_000392,URL,https://www.nyc.gov/site/mocs/regulations/ppb.page,https://www1.nyc.gov/site/mocs/legal-forms/about-procurement-policy-board-ppb.page
NYC_GOID_000395,URL,https://www.nyc.gov/site/bronxpa/index.page,http://bxcountypa.com/
NYC_GOID_000396,URL,https://advocate.nyc.gov/,https://pubadvocate.nyc.gov/
NYC_GOID_000397,URL,https://www.nyc.gov/site/designcommission/index.page,https://www1.nyc.gov/site/designcommission/index.page
NYC_GOID_000399,URL,https://www.nyc.gov/site/publicrealm/index.page,
NYC_GOID_000412,URL,https://www.nyc.gov/site/rcpa/index.page,https://www1.nyc.gov/site/rcpa/index.page
NYC_GOID_000415,URL,https://www.nyc.gov/site/starcorp/index.page,https://www1.nyc.gov/site/starcorp/index.page
NYC_GOID_000416,URL,https://www.nycsca.org/,http://www.nycsca.org/
NYC_GOID_000436,URL,https://www.nyc.gov/site/tlc/index.page,https://www1.nyc.gov/site/tlc/index.page
NYC_GOID_000437,URL,https://www.trsnyc.org,https://trsnyc.org/memberportal/login
NYC_GOID_000441,URL,https://www1.nyc.gov/site/finance/taxes/property-lien-sales.page,"https://www1.nyc.gov/site/finance/taxes/property-lien-sales.page#:~:text=Avoid%20Predatory%20Lenders%21%20The%20Department%20of%20Finance%20has,is%20on%20the%20Lien%20Sale%20Task%20Force%20page."
NYC_GOID_000459,URL,https://www.nyc.gov/site/nycwaterboard/index.page,https://www1.nyc.gov/site/nycwaterboard/index.page
NYC_GOID_000465,URL,https://pacnyc.org/,https://911memorial.org/about
NYC_GOID_000468,URL,https://www.nyc.gov/site/ymi/index.page,"https://www1.nyc.gov/site/ymi/about/about.page#:~:text=In%20August%202011%2C%20New%20York%20City%20Young%20Men%E2%80%99s,and%2024%20in%20education%2C%20employment%2C%20health%20and%20justice."
